%Udepth	Depth	Temperature	Salinity	Fluorescence	DO	Xmiss	sigma-t	
49	-49	18.0701	34.3627	1.03E-01	7.6839	62.633	24.7678	
48	-48	18.1582	34.3477	1.03E-01	7.6716	62.7063	24.7347	
47	-47	18.2558	34.3257	1.04E-01	7.6584	63.1096	24.6936	
46	-46	18.4752	34.291	1.07E-01	7.6281	63.4732	24.6125	
45	-45	18.5633	34.2705	1.09E-01	7.6163	63.4441	24.5749	
44	-44	18.6041	34.2644	1.15E-01	7.6107	63.3007	24.56	
43	-43	18.6102	34.2648	1.19E-01	7.6098	63.187	24.5588	
42	-42	18.6118	34.2649	1.21E-01	7.6095	63.0403	24.5585	
41	-41	18.6121	34.2657	1.22E-01	7.6095	63.0806	24.559	
40	-40	18.5996	34.2689	1.25E-01	7.6111	63.1628	24.5646	
39	-39	18.6017	34.2695	1.26E-01	7.6108	63.4213	24.5645	
38	-38	18.6141	34.2682	1.27E-01	7.6091	63.531	24.5604	
37	-37	18.6623	34.2594	1.29E-01	7.6025	63.3266	24.5416	
36	-36	18.6843	34.2546	1.31E-01	7.5996	63.1766	24.5324	
35	-35	18.6985	34.2524	1.31E-01	7.5976	63.2469	24.5271	
34	-34	18.7179	34.2492	1.32E-01	7.595	63.507	24.5198	
33	-33	18.7688	34.2396	1.34E-01	7.5881	63.804	24.4997	
32	-32	18.8291	34.2292	1.34E-01	7.58	63.8592	24.4765	
31	-31	18.9264	34.222	1.35E-01	7.5664	64.3945	24.4463	
30	-30	19.4162	34.1358	1.38E-01	7.501	65.0464	24.2555	
29	-29	19.7167	34.0617	1.46E-01	7.4623	65.2833	24.1213	
28	-28	19.9102	34.0193	1.58E-01	7.4374	65.4549	24.0386	
27	-27	19.9627	34.0133	1.69E-01	7.4304	65.5253	24.0203	
26	-26	19.9595	34.0164	1.79E-01	7.4307	65.5585	24.0235	
25	-25	19.9271	34.022	1.84E-01	7.4349	65.3918	24.0362	
24	-24	19.8022	34.0456	1.87E-01	7.4512	65.1201	24.0868	
23	-23	19.7199	34.0698	1.86E-01	7.4615	65.0759	24.1267	
22	-22	19.7145	34.0698	1.87E-01	7.4623	65.0943	24.1281	
21	-21	19.6926	34.0737	1.88E-01	7.4652	65.0366	24.1367	
20	-20	19.6768	34.0772	1.86E-01	7.4672	65.0144	24.1435	
19	-19	19.7217	34.0731	1.88E-01	7.4611	65.0892	24.1287	
18	-18	19.8271	34.0504	1.89E-01	7.4475	65.3209	24.084	
17	-17	19.9147	34.0335	1.92E-01	7.4362	65.5825	24.0483	
16	-16	20.0409	34.0088	1.96E-01	7.4199	65.5844	23.9963	
15	-15	20.0962	33.9987	1.97E-01	7.4127	65.3676	23.9742	
14	-14	20.1353	33.9917	2.01E-01	7.4077	65.2776	23.9586	
13	-13	20.15	33.9879	2.03E-01	7.4058	65.237	23.9518	
12	-12	20.1477	33.9908	2.03E-01	7.406	65.2773	23.9546	
11	-11	20.1822	33.9851	2.05E-01	7.4015	65.4708	23.9412	
10	-10	20.205	33.9808	2.16E-01	7.3986	65.5997	23.9318	
9	-9	20.2233	33.9788	2.19E-01	7.3962	65.4941	23.9255	
8	-8	20.2251	33.9789	2.21E-01	7.396	65.382	23.9251	
7	-7	20.225	33.9795	2.18E-01	7.3959	65.4781	23.9256	
6	-6	20.2272	33.9789	2.13E-01	7.3957	65.5239	23.9245	
5	-5	20.2333	33.9787	2.07E-01	7.3948	65.4797	23.9228	
4	-4	20.2432	33.9801	2.03E-01	7.3934	65.4398	23.9212	
3	-3	20.2487	33.9794	1.98E-01	7.3927	65.1815	23.9193	
2	-2	20.2535	33.9786	1.91E-01	7.3921	64.8195	23.9174	
1	-1	20.2547	33.9658	1.83E-01	7.3925	65.0351	23.9073	
