AREA,id,SL,ML,HH1,HH2,HL1,HD1,HD2,HL2,BD2,BD5,BD6,BL1,BL4,PFL1,PFL2,AFL,PH,DFL,CL1,CL2
2,b123,-0.4715,0.0304,-0.8063,-0.5112,-0.4562,-0.0740,-0.4003,-0.4879,0.3982,0.7859,0.7847,0.3505,0.6876,-0.0048,-0.4788,0.7739,0.0675,-0.1914,0.1496,0.2374
2,b124,-0.4896,0.0045,-0.9039,-0.5307,-0.4075,-0.0947,-0.4003,-0.4715,0.4368,0.7549,0.8194,0.3728,0.6250,0.0459,-0.4473,0.7730,0.2238,-0.1928,0.0885,0.1842
2,b125,-0.4384,0.0209,-0.9561,-0.5427,-0.4356,-0.0761,-0.4675,-0.4545,0.4848,0.7882,0.7877,0.4115,0.7102,0.0786,-0.4582,0.7205,0.1375,-0.2318,0.1050,0.1679
2,b126,-0.4811,-0.0010,-0.8583,-0.5510,-0.4263,-0.1579,-0.3884,-0.5834,0.5081,0.8002,0.7634,0.4165,0.6572,0.0559,-0.5060,0.7271,0.1901,-0.2237,0.1455,0.2817
2,b127,-0.5607,0.0569,-0.8388,-0.5390,-0.4976,-0.0756,-0.5030,-0.5449,0.4184,0.7690,0.8072,0.3663,0.6171,0.0509,-0.3858,0.7065,0.2780,-0.1858,0.1567,0.3118
2,b128,-0.3478,0.1150,-0.8353,-0.5242,-0.3766,-0.0950,-0.3686,-0.5105,0.4368,0.7312,0.7714,0.3296,0.6596,0.0516,-0.4532,0.6518,0.1370,-0.2144,0.1123,0.0817
2,b129,-0.4500,0.0685,-0.9040,-0.5342,-0.4121,-0.0532,-0.4450,-0.4426,0.4491,0.7443,0.7809,0.3500,0.6825,0.0242,-0.3693,0.6833,0.1506,-0.2732,0.1531,0.1597
2,b130,-0.6259,-0.0179,-0.8302,-0.5381,-0.4455,-0.1178,-0.4189,-0.5702,0.4336,0.7440,0.7759,0.3931,0.5803,0.0434,-0.3944,0.6825,0.2510,-0.1062,0.2177,0.3203
2,b131,-0.4873,-0.0163,-0.8298,-0.5098,-0.4850,-0.1049,-0.3667,-0.4511,0.4336,0.7461,0.7532,0.3801,0.6158,0.0692,-0.4310,0.6942,0.1820,-0.2340,0.1322,0.2616
2,b132,-0.5475,0.0029,-1.0513,-0.5873,-0.4827,-0.0967,-0.5636,-0.4739,0.4466,0.8234,0.9055,0.3813,0.7450,0.0900,-0.4013,0.8629,0.1780,-0.1338,0.1448,0.1887
2,b133,-0.4701,0.0551,-0.9779,-0.6058,-0.4882,-0.1128,-0.5350,-0.5070,0.4307,0.7591,0.8914,0.3817,0.6805,0.0718,-0.3821,0.8484,0.1947,-0.1344,0.1390,0.1967
2,b134,-0.5169,0.0568,-0.8536,-0.5563,-0.4965,-0.0660,-0.4903,-0.4845,0.4108,0.7781,0.8550,0.3543,0.6754,0.0410,-0.4183,0.8362,0.1734,-0.1602,0.1025,0.1810
3,c1,-0.4192,0.0460,-0.8878,-0.6035,-0.4235,-0.1368,-0.3935,-0.4840,0.4236,0.7096,0.8619,0.3596,0.6209,0.0432,-0.3795,0.8088,0.1703,-0.1308,0.1024,0.1183
3,c2,-0.3786,0.0340,-0.9163,-0.5747,-0.4358,-0.1406,-0.3844,-0.4674,0.3802,0.7797,0.8391,0.3353,0.6814,-0.1453,-0.4176,0.7635,0.2049,-0.2054,0.1872,0.2981
3,c3,-0.5534,-0.0211,-0.9512,-0.5264,-0.5455,-0.0726,-0.5084,-0.4363,0.4283,0.8292,0.7404,0.3853,0.6921,0.0285,-0.4066,0.6686,0.2857,-0.1808,0.2008,0.3203
3,c4,-0.5483,0.0351,-0.8518,-0.5608,-0.4563,-0.0738,-0.4499,-0.4753,0.4526,0.8160,0.8423,0.4097,0.7583,0.0629,-0.3993,0.7801,0.1628,-0.2832,0.0868,0.0742
3,c5,-0.4126,0.0338,-0.9355,-0.5542,-0.5054,-0.1080,-0.4618,-0.4640,0.4055,0.7920,0.8079,0.3682,0.7111,0.0233,-0.4260,0.7526,0.1886,-0.1464,0.1224,0.2042
3,c6,-0.4982,0.0080,-0.9169,-0.5690,-0.4449,-0.1246,-0.4536,-0.5335,0.4386,0.7626,0.8734,0.3617,0.6791,0.0717,-0.3646,0.8225,0.2100,-0.1341,0.0859,0.1382
3,c7,-0.4756,0.0126,-0.9066,-0.5312,-0.4085,-0.1073,-0.4125,-0.5093,0.4192,0.8232,0.7832,0.3643,0.7269,0.0158,-0.4455,0.7869,0.1436,-0.1590,0.1108,0.1556
3,c8,-0.5931,-0.0809,-0.8978,-0.5390,-0.5278,-0.1190,-0.4514,-0.4961,0.4180,0.8182,0.8880,0.3782,0.7148,-0.0143,-0.4340,0.8284,0.2804,-0.1398,0.1254,0.2759
3,c9,-0.5129,0.0095,-0.8874,-0.5771,-0.4338,-0.1640,-0.4437,-0.6252,0.4102,0.8731,0.8458,0.3607,0.7230,-0.0305,-0.4118,0.8035,0.3399,-0.2272,0.1478,0.2635
3,c10,-0.4127,-0.0172,-0.9580,-0.5687,-0.4214,-0.1534,-0.3979,-0.4967,0.3989,0.7473,0.8555,0.2949,0.6361,0.0923,-0.3832,0.7880,0.2626,-0.1685,0.1257,0.2071
3,c11,-0.5945,-0.0762,-0.8701,-0.5871,-0.5845,-0.1320,-0.4926,-0.5206,0.4540,0.8341,0.8390,0.4288,0.7081,0.0537,-0.3994,0.8055,0.2398,-0.1342,0.1654,0.2675
3,c12,-0.5377,-0.0202,-0.9389,-0.5868,-0.5519,-0.1234,-0.5063,-0.4904,0.4606,0.8373,0.8376,0.4209,0.7339,0.0365,-0.3992,0.8037,0.2302,-0.2309,0.1701,0.2688
3,c13,-0.5621,0.0230,-0.8979,-0.5482,-0.5703,-0.0939,-0.5084,-0.4857,0.4080,0.7838,0.8615,0.3645,0.7159,0.1019,-0.3725,0.8215,0.2131,-0.1511,0.1280,0.1866
3,c14,-0.5549,-0.0228,-0.9144,-0.5349,-0.4906,-0.1137,-0.4658,-0.5234,0.3849,0.7852,0.8574,0.3645,0.6729,0.0399,-0.3963,0.8340,0.2167,-0.1136,0.1713,0.2318
3,c15,-0.5605,-0.0155,-0.9671,-0.5546,-0.4899,-0.1240,-0.4797,-0.5066,0.4574,0.7814,0.8287,0.4121,0.6307,0.0632,-0.3799,0.7758,0.2440,-0.1597,0.1600,0.2816
3,c16,-0.5763,-0.0084,-0.9447,-0.5285,-0.4742,-0.1230,-0.4576,-0.5251,0.4291,0.7760,0.8094,0.3727,0.6382,0.0174,-0.4048,0.7628,0.2536,-0.1370,0.2123,0.3181
3,c17,-0.4496,0.0178,-0.9256,-0.5880,-0.4172,-0.1397,-0.4218,-0.5203,0.4392,0.7788,0.7711,0.3942,0.6645,-0.0418,-0.4204,0.7637,0.2181,-0.0792,0.1241,0.2255
3,c18,-0.5463,-0.0198,-0.9762,-0.5376,-0.4601,-0.1249,-0.4857,-0.5420,0.3925,0.7574,0.8684,0.3981,0.6608,0.0718,-0.4111,0.7925,0.2560,-0.2225,0.2352,0.3298
3,c19,-0.5472,-0.0757,-0.8537,-0.5371,-0.4427,-0.1453,-0.3541,-0.5016,0.4777,0.7124,0.8497,0.4014,0.6393,0.0382,-0.4096,0.7936,0.2358,-0.2276,0.1250,0.2085
3,c20,-0.6112,-0.1087,-0.9444,-0.5359,-0.4862,-0.1479,-0.4383,-0.5311,0.4414,0.8076,0.9116,0.3347,0.6968,0.0706,-0.3863,0.8899,0.2202,-0.1683,0.1523,0.2757
3,c21,-0.3746,0.0877,-0.9313,-0.6286,-0.3705,-0.1258,-0.4247,-0.5031,0.3911,0.7366,0.7860,0.3339,0.6174,-0.0245,-0.3650,0.7385,0.2234,-0.1579,0.1469,0.2690
3,c22,-0.4655,-0.0467,-0.9502,-0.5454,-0.4455,-0.1499,-0.3898,-0.4786,0.4666,0.7539,0.8644,0.3744,0.6555,-0.0247,-0.4370,0.8052,0.2045,-0.2602,0.2141,0.2695
3,c23,-0.4004,0.0556,-0.9308,-0.5290,-0.4077,-0.0903,-0.4378,-0.4932,0.4267,0.7644,0.8939,0.2861,0.6894,-0.0389,-0.4270,0.8004,0.1983,-0.1893,0.0861,0.1770
3,c24,-0.4822,-0.0021,-0.9339,-0.5489,-0.5220,-0.1527,-0.4700,-0.5577,0.4481,0.8346,0.7952,0.3985,0.7196,-0.0079,-0.4653,0.8107,0.1910,-0.1159,0.1846,0.2855
3,c25,-0.5593,-0.0869,-0.9358,-0.5085,-0.4659,-0.1312,-0.4348,-0.5393,0.4867,0.7885,0.8913,0.3963,0.6914,-0.1731,-0.4147,0.7922,0.2561,-0.0967,0.1529,0.3020
3,c26,-0.5165,0.0003,-0.9265,-0.5225,-0.4651,-0.1413,-0.4400,-0.5626,0.4548,0.8085,0.8141,0.4069,0.7117,-0.1123,-0.4050,0.7608,0.1954,-0.1484,0.1850,0.3004
3,c27,-0.3825,0.0534,-0.9900,-0.6139,-0.4053,-0.1586,-0.4290,-0.5113,0.4685,0.7923,0.8018,0.4280,0.6851,0.0494,-0.5355,0.7605,0.1571,-0.1625,0.1877,0.1957
3,c28,-0.4224,0.0831,-0.9353,-0.5957,-0.4856,-0.0888,-0.5202,-0.4804,0.4939,0.7459,0.8062,0.4456,0.6207,-0.0818,-0.5089,0.7776,0.2186,-0.1251,0.1939,0.2619
3,c29,-0.4757,0.0324,-0.9356,-0.5657,-0.4331,-0.0720,-0.4696,-0.4483,0.4223,0.7654,0.8711,0.3390,0.6597,0.0449,-0.4296,0.7935,0.2367,-0.1470,0.0679,0.1621
3,c30,-0.4397,0.0583,-0.9366,-0.5694,-0.4276,-0.1153,-0.4557,-0.5156,0.4031,0.7703,0.9198,0.3386,0.6762,-0.1222,-0.4497,0.8808,0.2576,-0.1420,0.1517,0.1943
3,c31,-0.5361,-0.0249,-0.9359,-0.5846,-0.4682,-0.1594,-0.4639,-0.5713,0.4200,0.7951,0.8793,0.3404,0.6812,0.0428,-0.4037,0.8209,0.2757,-0.0987,0.1668,0.2739
3,c32,-0.5778,-0.0410,-0.9584,-0.5285,-0.4901,-0.1236,-0.4590,-0.5047,0.4730,0.7688,0.9338,0.3590,0.6710,0.0732,-0.4544,0.8359,0.3163,-0.0883,0.0585,0.1624
3,c33,-0.5380,-0.0354,-0.8914,-0.5273,-0.3776,-0.1437,-0.3662,-0.5535,0.4268,0.7598,0.7728,0.3476,0.6342,0.0082,-0.4082,0.6937,0.2708,-0.1674,0.1784,0.3075
3,c34,-0.5210,-0.0506,-0.8088,-0.5514,-0.4725,-0.1067,-0.3957,-0.4956,0.4433,0.7456,0.7888,0.3614,0.5910,-0.0560,-0.4223,0.7431,0.2257,-0.1247,0.2234,0.2744
3,c35,-0.5587,-0.0233,-0.9237,-0.5439,-0.4209,-0.1190,-0.4400,-0.5359,0.4096,0.7761,0.8032,0.3913,0.6122,0.0309,-0.4809,0.7527,0.2719,-0.1380,0.2197,0.3319
3,c36,-0.5861,-0.0002,-0.9150,-0.5666,-0.5236,-0.1424,-0.4933,-0.5680,0.4349,0.8010,0.8979,0.3852,0.6464,0.0456,-0.4413,0.8918,0.3000,-0.1756,0.1603,0.3179
3,c37,-0.5009,0.0038,-0.9049,-0.5536,-0.4723,-0.1243,-0.4454,-0.5226,0.4768,0.8088,0.8492,0.3997,0.6955,0.0357,-0.5493,0.7710,0.2503,-0.1600,0.1389,0.2092
